Real Imaginary
4.4293489608094342e+02 2.4557199868524653e-13
4.4362264769436962e+02 -4.7496351862787367e-13
4.4390804341642979e+02 -4.2987310010576086e-13
4.4458177051568890e+02 2.2590056868853938e-13
4.4630725591243566e+02 -4.5210796267192653e-14
4.4761091600087741e+02 7.4928650545068901e-14
4.5052386071056435e+02 -5.6209357534905473e-14
4.5095651092577680e+02 2.0886291231005602e-13
4.5123595798612013e+02 -3.1518388334874820e-13
4.5291750610757072e+02 2.9216357292536285e-13
4.5385132547642883e+02 7.9292323731917391e-14
4.5413549536388825e+02 -5.1908962468573249e-14
4.5534824125634879e+02 4.3818028033878000e-13
4.5663135117314840e+02 6.8209109872777855e-13
4.5749825057283948e+02 -2.7144918839083384e-13
4.5980773904938718e+02 -1.1554503405565473e-13
4.6221758667027916e+02 2.1262576289687860e-13
4.6242627638452899e+02 -2.5304983199576519e-13
4.6266855140861742e+02 2.4246469798556260e-14
4.6341842765380022e+02 4.0121693635631826e-14
4.6405853630472751e+02 -2.5078645588649901e-13
4.6471662860193987e+02 8.0718280319862514e-13
4.6833396035849125e+02 2.6619296755205819e-13
4.7025690851337077e+02 4.0006504082753681e-13
4.7079610326008930e+02 -1.7541919832093722e-13
4.7187827399364335e+02 -1.7254585673716736e-13
4.7265543794685340e+02 -9.2479556352827165e-13
4.7425198093182036e+02 -2.5421276718992430e-14
4.7566077064010744e+02 2.5427222816194132e-13
4.7734234980281121e+02 -3.0578230057710777e-13
4.7802297482255437e+02 5.9159795127048495e-13
4.7891560992858723e+02 -2.4198345792994715e-13
4.8249561018034478e+02 -9.6263805766589482e-14
4.8306848822528735e+02 -7.8257171960290061e-13
4.8477839525809873e+02 2.6009050429671590e-12
4.8499178198881481e+02 1.8284370200054182e-12
4.8595526675428732e+02 -2.5753353947762148e-14
4.8741083855204289e+02 8.2956244336975788e-13
4.8793528443436463e+02 6.9216403507181258e-13
4.8910633839002907e+02 -4.1242231064990337e-13
4.9053334665903452e+02 -3.4800918049383775e-13
4.9068855620722752e+02 -5.7295827865119224e-14
4.9169092834028521e+02 -8.9928175580219982e-13
4.9342950054385852e+02 -2.0300271000496341e-13
4.9516615323226836e+02 2.3688536656557869e-13
4.9623157700587433e+02 9.3066061935681384e-14
4.9676939652694631e+02 -1.3447273612725637e-12
4.9817359166994936e+02 2.7395965016522794e-13
4.9832418604905894e+02 7.6259247594911864e-14
4.9999908687378525e+02 -1.0599337816537802e-13
5.0343198984362380e+02 7.3217291200755146e-14
5.0426940595485360e+02 -1.4454821502705306e-13
5.0577537160313381e+02 3.6026253647504630e-13
5.0672197187594327e+02 -1.6838121852216986e-13
5.0970827164298157e+02 -1.0540804948507150e-12
5.1022266889044585e+02 4.8945352864863877e-13
5.1150080412230255e+02 -5.0634625321979489e-13
5.1280041686670666e+02 8.4704660302186033e-14
5.1365143495938742e+02 1.3532561079013165e-13
5.1414207680916957e+02 1.2264067746110305e-13
